freq,star,words
537,15,cart menu
536,15,spici fri
536,15,11 95
536,15,regular place
536,15,alway attent
536,15,junk food
536,15,biggest disappoint
536,15,best happi
536,15,chines takeout
536,15,flavor veri
536,15,typic american
536,15,littl cup
536,15,carmel onion
536,15,waitress forgot
536,15,meal includ
536,15,lunch order
536,15,just slight
536,15,uniqu tast
536,15,2 meat
536,15,minut becaus
536,15,surpris not
536,15,alway satisfi
536,15,black hair
535,15,stop serv
535,15,want food
535,15,hockey game
535,15,chicken egg
535,15,includ drink
535,15,one morn
535,15,pretti yummi
535,15,bland tast
535,15,tri onc
535,15,worst pizza
535,15,fals advertis
535,15,friend hostess
535,15,best steakhous
535,15,waitress gave
535,15,one veri
535,15,whole grain
535,15,food scene
535,15,dont want
535,15,sushi select
534,15,littl bite
534,15,u get
534,15,load bake
534,15,includ two
534,15,told no
534,15,drink come
534,15,mi sandwich
534,15,good flavour
534,15,veget tempura
534,15,great attent
534,15,garag door
534,15,tender beef
534,15,honey garlic
534,15,love sit
534,15,pho soup
534,15,onion pancak
534,15,person tast
534,15,not accommod
534,15,small shop
534,15,wing place
533,15,sat next
533,15,tri 3
533,15,ever heard
533,15,place thank
533,15,assembl line
533,15,aus dem
533,15,realli veri
533,15,beef slider
533,15,fresh berri
533,15,veri entertain
533,15,small dine
533,15,blacken chicken
533,15,holi moli
533,15,pork sausag
533,15,doubl cheeseburg
533,15,delici high
532,15,ani reason
532,15,go hungri
532,15,claim jumper
532,15,pork cutlet
532,15,hot dish
532,15,order 6
532,15,clean food
532,15,tradit japanes
532,15,egg potato
532,15,ladi room
532,15,restaur overal
532,15,roast veggi
532,15,alway help
532,15,studio b
531,15,didnt like
531,15,someplac els
531,15,pina colada
531,15,chicken piccata
531,15,most tender
531,15,plate come
531,15,enjoy one
531,15,und wir
531,15,area not
531,15,not fix
531,15,tasti dish
531,15,gold standard
531,15,chicken one
531,15,cuban food
531,15,veri underwhelm
531,15,ham chees
531,15,most interest
530,15,server suggest
530,15,one beer
530,15,sashimi salad
530,15,yelp rate
530,15,monday even
530,15,price 3
530,15,2 roll
530,15,howev not
530,15,special chicken
530,15,veri mani
530,15,flavor also
530,15,provolon chees
530,15,good everi
529,15,odd enough
529,15,husband ask
529,15,first friday
529,15,dessert look
529,15,get insid
529,15,best not
529,15,server bartend
529,15,food except
529,15,great waitress
529,15,great bread
529,13,absolut recommend
529,15,rehears dinner
529,15,even open
529,15,final open
529,15,dass es
528,15,14 95
528,15,state street
528,15,good right
528,15,everi sunday
528,15,made perfect
528,15,nice beer
528,15,brown gravi
528,15,well portion
528,15,culinari dropout
528,15,lactos intoler
528,15,no person
528,15,biggest problem
528,15,like crazi
528,15,stop think
528,15,delici drink
528,15,actual went
528,15,costum servic
528,15,pari hotel
528,15,find someon
528,15,recommend ani
527,15,shop area
527,15,pleasant atmospher
527,15,6 tabl
527,15,din area
527,15,press coffe
527,15,two big
527,15,salmon dish
527,15,typic order
527,15,super crowd
527,15,littl awkward
527,15,thorough impress
527,15,also add
527,15,macadamia nut
527,15,busi elsewher
527,15,crispi noodl
527,15,veri memor
527,15,one come
527,15,night happi
527,15,cajun chicken
527,15,seat veri
527,15,awesom server
527,15,leav someth
526,15,food start
526,15,hous fri
526,15,scottsdal area
526,15,just bland
526,15,food cook
526,15,wrong food
526,15,lean toward
526,15,mix veggi
526,15,not tradit
526,15,flat top
526,15,onion mushroom
526,15,salmon skin
526,15,sausag link
526,15,return becaus
526,15,never expect
526,15,extra special
526,15,bright color
526,15,superb servic
525,15,will call
525,15,burger just
525,15,kitchen area
525,15,rice pilaf
525,15,back anoth
525,15,salad look
525,15,persian food
525,15,downtown summerlin
525,15,drink one
525,15,drink like
525,15,friend good
525,15,fashion show
525,15,taco burrito
525,15,definit keep
525,15,pretti authent
525,15,good unfortun
525,15,like sauc
525,15,treat custom
525,15,not he
525,15,know becaus
525,15,pizza arriv
525,15,vega great
524,15,99 per
524,15,avocado salad
524,15,dip sandwich
524,15,full rack
524,15,thing not
524,15,alway see
524,15,sushi mon
524,15,good cook
524,15,mexican fare
524,15,thing she
524,15,light dress
524,15,amaz dinner
524,15,rice salad
524,15,wing night
524,15,never show
523,15,tax tip
523,15,onion straw
523,15,spici dish
523,15,place unless
523,15,no dessert
523,15,good better
523,15,go great
523,15,extrem delici
523,15,serv staff
523,15,howev onc
523,15,return next
523,15,yong street
523,15,second order
523,15,young woman
523,15,auf jeden
523,15,place set
523,15,fox restaur
523,15,hous sauc
523,15,friend smile
523,15,like two
523,15,simpl food
522,15,all natur
522,15,4 pm
522,15,incred flavor
522,15,lamb curri
522,15,seafood pancak
522,15,realli bother
522,15,cooki dough
522,15,just check
522,15,big one
522,15,extra cost
522,15,better custom
522,15,week menu
522,15,amaz select
522,15,watch peopl
522,15,decent burger
521,15,greet warm
521,15,dac biet
521,15,taken aback
521,15,open til
521,15,white cheddar
521,15,onli saw
521,15,good 15
521,15,alway readi
521,15,guy came
521,15,price definit
521,15,sauc top
521,15,one note
521,15,thoma keller
521,15,nice sweet
521,15,comfort place
521,15,everi coupl
521,15,mexican dish
520,15,micro brew
520,15,20 someth
520,15,even compar
520,15,steam pork
520,15,dill pickl
520,15,b day
520,15,last three
520,15,5 mile
520,15,mass produc
520,15,daughter got
520,15,clean environ
520,15,someth light
520,15,time onc
520,15,conveni store
520,15,run late
520,15,roll came
520,15,first drink
520,15,one again
519,15,mai tai
519,15,all sound
519,15,ho hum
519,15,get thing
519,15,small children
519,15,steam egg
519,15,steak special
519,15,neighborhood spot
519,15,just lack
519,15,kee mao
519,15,six month
519,15,els becaus
519,15,order pork
519,15,fellow diner
519,15,20 time
519,15,tgi friday
519,15,amaz atmospher
519,15,oh yea
519,15,restaur good
519,15,attent food
519,15,get five
518,15,salad becaus
518,15,hard ever
518,15,didnt get
518,15,freak good
518,15,salad also
518,15,chees dog
518,15,charcuteri plate
518,15,also provid
518,15,menu though
518,15,look old
518,15,tea latt
518,15,glass bottl
518,15,jeden fall
518,15,der kart
518,15,dish overal
517,15,tasti fresh
517,15,old hous
517,15,never like
517,15,oz filet
517,15,didnt want
517,15,servic well
517,15,realli weird
517,15,even cook
517,15,serv drink
517,15,pretti neat
517,15,certain time
517,15,everyth come
517,15,chicken benedict
517,15,wonder even
516,15,sport fan
516,15,local joint
516,15,antipasto salad
516,15,nutella crepe
516,15,price compar
516,15,food type
516,15,like royalti
516,15,pepper steak
516,15,lunch not
516,15,ich hatt
516,15,special everi
516,15,asian style
516,15,good crowd
516,15,crab stuf
516,15,known better
516,15,until recent
516,15,dri chicken
516,15,meat qualiti
516,15,got cold
516,15,never gotten
516,15,three item
515,15,past sunday
515,15,appet plate
515,15,nigiri sushi
515,15,surpris us
515,15,salad instead
515,15,ground pork
515,15,fri oreo
515,15,wait not
515,15,amaz even
515,15,love seafood
515,15,fantast great
515,15,normal size
515,15,chees appet
515,15,2 pm
515,15,homey feel
515,15,guess he
515,15,new staff
515,15,tell all
515,15,first got
515,15,much sinc
514,15,fine not
514,15,asian buffet
514,15,get sushi
514,15,l ateli
514,15,fri sweet
514,15,food industri
514,15,manag even
514,15,mit einer
514,15,cool concept
514,15,diner feel
514,15,veri dirti
514,15,like seafood
514,15,uniqu menu
514,15,salad everyth
514,15,littl patio
514,15,leav full
514,15,good ole
514,15,place enough
514,15,thing though
514,15,desert ridg
514,15,quit surpris
514,15,full montagu
514,15,extrem happi
514,15,milk chocol
514,15,vermicelli noodl
514,15,enough meat
513,15,like sit
513,15,us immedi
513,15,absolut great
513,15,food bad
513,15,turkish coffe
513,15,big ass
513,15,us sever
513,15,seat until
513,15,store front
513,15,everi custom
513,15,realli suck
513,15,quit happi
513,15,big differ
513,15,all get
513,15,just talk
513,15,onc she
513,15,tempura batter
512,15,fri mac
512,15,menu will
512,15,also saw
512,15,pit stop
512,15,long period
512,15,becaus even
512,15,though sinc
512,15,around 1pm
512,15,veri famili
512,15,not meant
512,15,just end
512,15,no avail
512,15,wonder staff
512,15,chicken chow
512,15,perfect great
512,15,r einen
512,15,food may
512,15,incred rude
512,15,avec une
512,15,south point
512,15,look interest
512,15,servic get
512,15,das war
512,15,final order
512,15,brew coffe
512,15,want pizza
511,15,pinot grigio
511,15,thing everi
511,15,10 20
511,15,friend visit
511,15,thanksgiv dinner
511,15,brazilian steakhous
511,15,alreadi order
511,15,bad though
511,15,bar sinc
511,15,treasur island
511,15,back servic
511,15,see anyth
511,15,order pho
511,15,than satisfi
511,15,suggest tri
511,15,breakfast befor
511,15,us enjoy
511,15,almost feel
511,15,singl item
511,15,health code
511,15,arcad game
511,15,just gotten
511,15,he end
511,15,charg 2
511,15,know mayb
511,15,kept check
511,15,town visit
511,15,one top
511,15,pomm frite
511,15,interest flavor
511,15,free ice
510,15,dairi queen
510,15,chees bite
510,15,good cocktail
510,15,let peopl
510,15,he proceed
510,15,thin noodl
510,15,half pound
510,15,tabl veri
510,15,special not
510,15,6 oz
510,15,person favourit
510,15,new peopl
510,15,like oh
510,15,until 10
510,15,simpl order
510,15,big citi
510,15,left befor
510,15,get charg
510,15,server not
510,15,fresh tortilla
509,15,onli okay
509,15,anoth level
509,15,super expens
509,15,servic fast
509,15,restaur go
509,15,bar scene
509,15,volcano roll
509,15,asian place
509,15,veggi burrito
509,15,music select
509,15,top 40
509,15,small insid
509,15,not experi
509,15,not appet
509,15,offer someth
508,15,differ burger
508,15,blue fin
508,15,even mention
508,15,everi month
508,15,quit big
508,15,actual prefer
508,15,even told
508,15,4 small
508,15,noth less
508,15,thrown togeth
508,15,good korean
508,15,grill beef
508,15,appet entre
508,15,slow night
507,15,manag told
507,15,us ani
507,15,huge slice
507,15,realli tender
507,15,restaur industri
507,15,friend alway
507,15,restaur decor
507,15,less crowd
507,15,cabbag roll
507,15,said not
507,15,past 2
507,15,san road
507,15,comp us
507,15,love burger
507,15,favorit go
507,15,slow food
507,15,fresh salsa
507,15,make someth
507,15,outdoor bar
507,15,vegetarian restaur
507,15,though servic
507,15,guy he
507,15,alway welcom
507,15,flavor even
506,15,enjoy meal
506,15,falafel sandwich
506,15,tasti good
506,15,all fair
506,15,dish howev
506,15,put ani
506,15,bucket list
506,15,entir dish
506,15,vegan menu
506,15,friend definit
506,15,correct order
506,15,look quit
506,15,went wrong
506,15,ever find
506,15,all cook
506,15,easi access
506,15,alreadi plan
506,15,time alway
506,15,servic onli
506,15,last straw
506,15,taco all
506,15,manag took
505,15,coupl next
505,15,bit smaller
505,15,well howev
505,15,fresh good
505,15,like burger
505,15,soft boil
505,15,servic high
505,15,special like
505,15,get real
505,15,great stuff
505,15,garlic flavor
505,15,line wait
505,15,hair pasta
504,15,dri not
504,15,3 bite
504,15,well dress
504,15,rather spend
504,15,around 9pm
504,15,big chain
504,15,everyon say
504,15,everyth right
504,15,seem quit
504,15,thai spici
504,15,like beer
504,15,alreadi eaten
504,15,happi custom
504,15,work day
504,15,back corner
504,15,roll around
504,15,amaz breakfast
504,15,friend waiter
504,15,food staff
504,15,not nice
504,15,kitchen close
504,15,shrimp pad
504,15,stand alon
504,15,12 minut
504,15,pleas get
504,15,littl caesar
504,15,companion order
504,15,shrimp pasta
504,15,order never
504,15,surpris delici
503,15,all nice
503,15,like littl
503,15,just horribl
503,15,not excel
503,15,best burrito
503,15,two girl
503,15,will drive
503,15,give two
503,15,2 friend
503,15,ani servic
503,15,love littl
503,15,type restaur
503,15,well vers
503,15,larg crowd
503,15,chees lettuc
503,15,best all
503,15,sushi buffet
503,15,time everyth
503,15,much wors
503,15,two main
503,15,inch thick
503,15,indoor outdoor
502,15,decent pizza
502,15,stellar servic
502,15,like chines
502,15,just turn
502,15,not she
502,15,tast test
502,15,adobo fri
502,15,self servic
502,15,time thank
502,15,also take
502,15,no dress
502,15,rib steak
502,15,huge differ
502,15,breakfast dish
502,15,warm not
502,15,like 15
502,15,best seafood
502,15,beyond amaz
502,15,decent wine
502,15,ein wenig
502,15,3 order
501,15,split one
501,15,also go
501,15,chicken roti
501,15,saturday around
501,15,restaur realli
501,15,great touch
501,15,2 95
501,15,got charg
501,15,good appet
501,15,donut hole
501,15,salad chicken
501,15,sweet enough
501,15,not 100
501,15,multipl occas
501,15,got sat
501,15,also never
501,15,tradit italian
501,15,fun environ
501,15,may take
501,15,war die
501,15,awesom burger
501,15,bean chees
501,15,truffl parmesan
501,15,8 15
501,15,kim chee
501,15,just fri
501,15,ambient ist
501,15,chocol fondu
501,15,cold one
500,15,definit got
500,15,non stop
500,15,p f
500,15,time yesterday
500,15,real authent
500,15,felt realli
500,15,place friend
500,15,medium pizza
500,15,drip coffe
500,15,worth note
500,15,food thank
500,15,real reason
500,15,like wait
500,15,lunch experi
500,15,repeat visit
500,15,time frame
500,15,wait 1
500,15,eggplant dish
500,15,make matter
500,15,8 9
500,15,juici tender
500,15,dessert place
500,15,review first
500,15,bad part
499,15,busi around
499,14,favorit includ
499,15,fri sauc
499,15,white truffl
499,15,extrem long
499,15,mean come
499,15,well good
499,15,rather pay
499,15,high tabl
499,15,15 dollar
499,15,drink onli
499,15,tabl wait
499,15,spici red
499,15,way overcook
499,15,menu even
499,15,harri potter
499,15,best decis
499,15,trivia night
499,15,like egg
499,15,fruit cup
499,15,japanes place
499,15,back tomorrow
499,15,sit near
499,15,much room
498,15,kinda pricey
498,15,super duper
498,15,usual find
498,15,york pizza
498,15,love breakfast
498,15,asian dish
498,15,friend environ
498,15,say all
498,15,leider nicht
498,15,taco de
498,15,usual alway
498,15,just pass
498,15,earli afternoon
498,15,f ing
498,15,sandwich soup
498,15,differ size
498,15,amaz server
498,15,raw food
498,15,like will
498,15,still talk
498,15,just fantast
498,15,custom come
498,15,place probabl
498,15,dinner came
498,15,popcorn shrimp
498,15,much dress
498,15,plate full
497,15,food establish
497,15,food chicken
497,15,realli sad
497,15,good special
497,15,great buffet
497,15,vega food
497,15,perfect grill
497,15,few moment
497,15,order soup
497,15,everi friday
497,15,yelp deal
497,15,cajun food
497,15,supper club
497,15,normal go
497,15,sport game
497,15,weekend morn
497,15,restaur right
497,15,second locat
497,15,tip well
497,15,bit cold
497,15,beer not
497,15,full disclosur
496,15,food yes
496,15,beef tataki
496,15,7 buck
496,15,busi like
496,15,10 servic
496,15,good chees
496,15,us well
496,15,anoth group
496,15,good littl
496,15,strip district
496,15,he let
496,15,love tri
496,15,sorri guy
496,15,fri instead
496,15,que le
496,15,overal 3
496,15,differ top
496,15,he check
496,15,n ai
496,15,great waiter
496,15,onli assum
496,15,delici everi
496,15,chain like
496,15,anoth pizza
495,15,back oh
495,15,onli visit
495,15,wait tabl
495,15,place yet
495,15,restaur she
495,15,everyth bagel
495,15,quick cheap
495,15,two reason
495,15,meal howev
495,15,want sushi
495,15,light meal
495,15,station casino
495,15,just regular
495,15,seat even
495,15,indian dish
495,15,1 free
495,15,free crust
494,15,peopl next
494,15,one employe
494,15,anyth wrong
494,15,patio outsid
494,15,go food
494,15,drive across
494,15,orang counti
494,15,small compar
494,15,tender chicken
494,15,okay servic
494,15,us everi
494,15,main floor
494,15,all tri
494,15,best pancak
494,15,mayb 4
494,15,lunch sinc
494,15,nice casual
494,15,anoth parti
493,15,reason not
493,15,also alway
493,15,anoth burger
493,15,absolut ador
493,15,indian school
493,15,perfect tender
493,15,asian inspir
493,15,ani pizza
493,15,restaur without
493,15,all go
493,15,worth visit
493,15,ed mushroom
493,15,seat around
493,15,servic 1
493,15,great big
493,15,rib sandwich
493,15,wife enjoy
493,15,may find
493,15,wait again
493,15,fond memori
493,15,onion pepper
493,15,juic bar
492,15,order until
492,15,went twice
492,15,just gross
492,15,noth outstand
492,15,littl bigger
492,15,may give
492,15,wrong place
492,15,alway found
492,15,work realli
492,15,bill she
492,15,will rememb
492,15,everyth except
492,15,interest place
492,15,negat experi
492,15,sticki bun
492,15,leav room
492,15,troubl find
492,15,never notic
492,15,cook pork
492,15,2 thing
492,15,server work
492,15,guest list
492,15,place hit
492,15,pre order
492,15,first coupl
492,15,sauc instead
492,15,rib special
492,15,chines menu
491,15,came high
491,15,time never
491,15,sent us
491,15,good oh
491,15,not fair
491,15,one right
491,15,often time
491,15,us seat
491,15,she tell
491,15,breakfast restaur
491,15,gyro sandwich
491,15,poor execut
491,15,clean bathroom
491,15,night he
491,15,sport book
491,15,expect sinc
491,15,not save
490,15,wood burn
490,15,sur la
490,15,ever chang
490,15,bacchan buffet
490,15,come right
490,15,light sauc
490,15,incred good
490,15,els next
490,15,help she
490,15,main attract
490,15,everyon order
490,15,realli annoy
490,15,servic war
490,15,next cours
490,15,just hit
490,15,choos one
490,15,got 1
490,15,ich nicht
490,15,incred servic
489,15,delici sushi
489,15,sinc everyth
489,15,like bacon
489,15,than all
489,15,stuck togeth
489,15,fillet mignon
489,15,tast almost
489,15,littl old
489,15,spici salsa
489,15,no addit
489,15,chef special
489,15,hand craft
489,15,make peopl
489,15,best fast
489,15,awesom beer
489,15,least 1
489,15,servic wise
489,15,sashimi platter
489,15,new jersey
489,15,just across
489,15,noodl bar
489,15,raw onion
488,15,know ani
488,15,brought home
488,15,salad tast
488,15,close friend
488,15,bad deal
488,15,tea tast
488,15,also incred
488,15,day one
488,15,get loud
488,15,fish fillet
488,15,black bear
488,15,larg window
488,15,open night
488,15,vinegar base
488,15,get whi
488,15,littl joint
488,15,includ all
488,15,perfect pair
488,15,everi corner
488,15,local pizza
488,15,almost felt
487,15,complet full
487,15,frozen margarita
487,15,perfect locat
487,15,nice option
487,15,iron chef
487,15,sister got
487,15,scallop potato
487,15,never feel
487,15,4 month
487,15,beer garden
487,15,7 15
487,15,auch noch
487,15,martini glass
487,15,took time
487,15,frisch und
487,15,main menu
487,15,coconut soup
487,15,fresh great
487,15,smell good
487,15,mini burger
487,15,vega not
487,15,cost extra
487,15,price though
486,15,prompt greet
486,15,belli taco
486,15,quick even
486,15,never find
486,15,all though
486,15,top not
486,15,small glass
486,15,almost seem
486,15,place today
486,15,littl wait
486,15,abov par
486,15,all beef
486,15,high review
486,15,bar just
486,15,spot great
486,15,pick someth
486,15,will blow
486,15,one appet
486,15,kept tri
486,15,pesto chicken
486,15,smash burger
486,15,drunk peopl
486,15,ate lunch
485,15,price menu
485,15,veri hip
485,15,alway fantast
485,15,still order
485,15,come true
485,15,menu state
485,15,wonder atmospher
485,15,fortun enough
485,15,11 pm
485,15,two chicken
485,15,get chicken
484,15,queen street
484,15,vega standard
484,15,crusti bread
484,15,meal one
484,15,part becaus
484,15,non vegan
484,15,flavor great
484,15,option around
484,15,cook chicken
484,15,never bother
484,15,dish arriv
484,15,war ein
484,15,two sauc
484,15,real estat
484,15,mix bag
484,15,mediterranean salad
484,15,stand outsid
484,15,roll tast
484,15,wow just
484,15,dish she
484,15,finger lick
484,15,bland not
484,15,es auch
484,15,high enough
484,15,restaur tri
484,15,fianc got
484,15,drink even
484,15,egg tart
484,15,dang good
484,15,taken back
484,15,unfortun becaus
484,15,mani delici
484,15,high high
484,15,burger ever
483,15,main ingredi
483,15,good everyon
483,15,non sushi
483,15,two salad
483,15,summer time
483,15,f chang
483,15,someth becaus
483,15,tri somewher
483,15,pizza top
483,15,japanes sushi
483,15,take 20
483,15,rice not
483,15,bread roll
483,15,server final
483,15,3 25
483,15,well run
483,15,yummi good
483,15,just sayin
483,15,appl butter
483,15,chef prepar
483,15,even remot
483,15,honest not
483,15,ist nicht
483,15,next order
483,15,nice cozi
483,15,he mention
483,15,crappi food
483,15,serious lack
483,15,around look
483,15,im sure
483,15,vegan chees
483,15,drink arriv
482,15,typic mexican
482,15,get again
482,15,great stop
482,15,she ate
482,15,special all
482,15,patient wait
482,15,food deliveri
482,15,eat n
482,15,uniqu place
482,15,dan noodl
482,15,3 side
482,14,def recommend
482,15,egg scrambl
482,15,mongolian bbq
482,15,second night
482,15,salad bowl
482,15,said sure
482,15,littl much
482,15,fair decent
482,15,servic order
482,15,place clean
482,15,italian meal
482,15,includ 2
482,15,real nice
482,15,qui est
482,15,night dure
481,15,back befor
481,15,les prix
481,15,cold drink
481,15,steak chicken
481,15,cook correct
481,15,super conveni
481,15,place although
481,15,big place
481,15,size bowl
481,15,home town
481,15,well put
481,15,n shake
481,15,warm friend
481,15,flavor howev
481,15,frequent custom
481,15,not told
481,15,mango sticki
481,15,made pasta
481,15,pig ear
481,15,first dish
481,15,us quick
481,15,got three
481,15,order howev
481,15,shrimp burrito
481,15,food crave
481,15,lemon drop
481,15,fresh fresh
481,15,order taco
481,15,10 oz
481,15,amaz dish
480,15,back yes
480,15,tea place
480,15,financi district
480,15,though all
480,15,whole pie
480,15,gratin potato
480,15,good spici
480,15,day sinc
480,15,hot coffe
480,15,burger great
480,15,direct across
480,15,entt uscht
480,15,hot hot
480,15,dass die
480,15,he take
480,15,cut corner
480,15,night eat
480,15,delici sweet
480,15,veri beauti
480,15,manag stop
480,15,pretti late
480,15,terribl terribl
480,15,just threw
480,15,mit den
480,15,auch das
479,15,creativ menu
479,15,sauc realli
479,15,style dish
479,15,overal qualiti
479,15,menu descript
479,15,time make
479,15,all restaur
479,15,amaz drink
479,14,also perfect
479,15,angus burger
479,15,4 25
479,15,made well
479,15,she let
479,15,tell ya
479,15,go ask
479,15,tabl one
479,15,kalua pig
479,15,not somewher
479,15,servic especi
479,15,dark insid
479,15,relat cheap
479,15,realli add
479,15,peopl all
479,15,footbal season
479,15,eat everi
479,15,3 dollar
479,15,got lost
479,15,die kart
479,15,one tast
479,15,fresh healthi
479,15,etc all
478,15,half roll
478,15,not gourmet
478,15,plain chees
478,15,seat pretti
478,15,person think
478,15,entre come
478,15,said let
478,15,all meat
478,15,coconut rice
478,15,beef kabob
478,15,complet disappoint
478,15,eat most
478,15,web site
478,15,updat review
478,15,servic ist
478,15,lobster sauc
478,15,alaskan king
478,15,almost ani
478,15,dan un
478,15,never said
478,15,2 dollar
478,15,littl worri
477,15,job guy
477,15,just lost
477,15,per plate
477,15,shop plaza
477,15,friend last
477,15,guid us
477,15,potato cake
477,15,tapa place
477,15,coupl thing
477,15,knew exact
477,15,fri everyth
477,15,dish one
477,15,5th star
477,15,ani chees
476,15,great everi
476,15,unlik anyth
476,15,even use
476,15,16 99
476,15,right side
476,15,burger top
476,15,share everyth
476,15,although he
476,15,recommend everyon
476,15,10 per
476,15,veri posit
476,15,best drink
476,15,anyon want
476,15,home becaus
476,15,friend decid
476,15,place she
476,15,money worth
476,15,better half
476,15,without pay
476,15,around 2pm
476,15,ist auch
476,15,left satisfi
476,15,stop come
476,15,beef tendon
476,15,order twice
476,15,sear foie
476,15,great appreci
476,15,cours menu
476,15,week back
475,15,super close
475,15,back food
475,15,3rd floor
475,15,cocktail shrimp
475,15,no free
475,15,again befor
475,15,alway right
475,15,soup not
475,14,perfect just
475,15,good combin
475,15,10 differ
475,15,night just
475,15,almost half
475,15,oven roast
475,15,anyth just
475,15,time per
475,15,especi given
475,15,chicken leg
475,15,just serv
475,15,fresh ground
475,15,sugar cane
475,15,tofu dish
475,15,bar side
475,15,mid day
475,15,vega local
475,15,canadian bacon
474,15,amaz friend
474,15,meat veggi
474,15,menu one
474,15,flavor though
474,15,amaz amaz
474,15,much potenti
474,15,tap beer
474,15,longest time
474,15,amaz tast
474,15,fresh local
474,15,no fri
474,15,not no
474,15,also cook
474,15,sausag egg
474,15,food next
474,15,often enough
474,15,said okay
474,15,keep tri
473,15,north las
473,15,north phoenix
473,15,portion good
473,15,strawberri banana
473,15,meal no
473,15,vega price
473,15,worth order
473,15,best bartend
473,15,least 6
473,15,not stingi
473,15,quit loud
473,15,oxtail chili
473,15,four piec
473,15,dark brown
473,15,appl juic
473,15,pork beef
473,15,salmon tuna
473,15,made all
473,15,best ayc
473,15,hh menu
473,15,onli tast
473,15,us often
473,15,look past
473,15,without question
473,15,tonkatsu ramen
473,15,similar price
473,15,time experi
472,15,get right
472,15,becaus well
472,15,alway sit
472,15,black angus
472,15,light fluffi
472,15,overal atmospher
472,15,will stay
472,15,kid run
472,15,well will
472,15,well go
472,15,great realli
472,15,chalk board
472,15,also worth
472,15,das fleisch
472,15,trendi place
472,15,delici lunch
472,15,6 minut
472,15,beef curri
472,15,even thought
472,15,still left
472,15,experi becaus
472,15,just kid
472,15,pizza pie
472,15,light season
472,15,chill atmospher
472,15,avec des
472,15,want authent
471,15,american breakfast
471,15,came veri
471,15,she hand
471,15,restaur nearbi
471,15,better review
471,15,night place
471,15,good nonetheless
471,15,meat like
471,15,make recommend
471,15,realli crowd
471,15,everyth sound
471,15,main room
471,15,menu featur
471,15,dice tomato
471,15,bar type
471,15,extrem flavor
471,15,well flavor
471,15,veri great
471,15,10 30pm
471,15,dog food
471,15,few second
471,15,shawarma plate
471,15,recommend sit
471,15,good 3
471,15,femal server
471,15,peopl great
470,15,littl strip
470,15,big guy
470,15,chicken mole
470,15,kung fu
470,15,hour all
470,15,drink never
470,15,not part
470,15,charg 1
470,15,right direct
470,15,come soon
470,15,not rave
470,15,wine cellar
470,15,open all
470,15,good again
470,15,royal mile
470,15,rice all
470,15,also wonder
470,15,all start
470,15,11 50
470,15,2 salad
470,15,locat within
470,15,visit friend
470,15,play game
470,15,littl overcook
470,15,2 adult
470,15,food plus
470,15,better select
470,15,everyth includ
469,15,greek place
469,15,great size
469,15,love one
469,15,employe work
469,15,realli rude
469,15,friend came
469,15,she inform
469,15,einen tisch
469,15,ani tast
469,15,think most
469,15,qualiti product
469,15,nice menu
469,15,appet sampler
469,15,tapa restaur
469,15,green oliv
469,15,par food
469,15,st clair
469,15,still nice
469,15,thin layer
469,15,went all
469,15,she drop
469,15,friday morn
469,15,definit suggest
469,15,homemad tortilla
469,15,got anoth
469,15,anoth favorit
469,15,bland no
469,15,char siu
468,15,small parti
468,15,veri fatti
468,15,five dollar
468,15,look just
468,15,keep track
468,15,origin order
468,15,veal sandwich
468,15,perfect sweet
468,15,get bore
468,15,averag tast
468,15,first befor
468,15,like thing
468,15,slight overcook
468,15,tast stale
468,15,war nicht
468,15,chees just
468,15,complet wrong
467,15,waffl sandwich
467,15,most buffet
467,15,year befor
467,15,well everyth
467,15,pesto pizza
467,15,full plate
467,15,one glass
467,15,no special
467,15,kinda place
467,15,tabl get
467,15,bad dish
467,15,select great
467,15,us realli
467,15,militari discount
467,15,sushi option
467,15,great except
467,15,excel beer
467,15,littl salt
467,15,definit enough
466,15,just throw
466,15,few door
466,15,experi everi
466,15,crunch roll
466,15,nice price
466,15,like veri
466,15,authent vietnames
466,15,ta go
466,15,never look
466,15,0 50
466,15,bit surpris
466,15,great lot
466,15,fri veri
466,15,chill place
466,15,seafood lover
466,15,one locat
466,15,will satisfi
466,15,hatten wir
466,15,noth particular
466,15,extra hot
466,15,loud enough
466,15,chuck e
466,15,oyster sauc
466,15,well organ
466,15,than reason
466,15,sparkl water
466,15,fri crispi
466,15,mention befor
466,15,littl crowd
466,15,pizza one
465,15,mexican street
465,15,he serv
465,15,come along
465,15,waren wir
465,15,she bring
465,15,free cooki
465,15,eat without
465,15,shop mall
465,15,just fell
465,15,roast cauliflow
465,15,pretti picki
465,15,everyon work
465,15,pain slow
465,15,good yes
465,15,someon will
465,15,coffe tast
465,15,peopl may
465,15,drink includ
465,15,15 99
465,15,dinner companion
465,15,flavor no
465,15,back around
465,15,chicken veri
465,15,night long
465,15,said anyth
465,15,offer mani
465,15,delici coffe
465,15,fat tuesday
465,15,quick snack
465,15,seat becaus
465,15,spici mustard
464,15,tast fantast
464,15,buffet becaus
464,15,bang shrimp
464,15,price becaus
464,15,than like
464,15,peameal bacon
464,15,beauti patio
464,15,get stuck
464,14,great casual
464,15,meat portion
464,15,one review
464,15,given 5
464,15,fish special
464,15,homemad potato
464,15,style cafe
464,15,salad option
464,15,good probabl
464,15,entir order
464,15,dinner all
464,15,tasti treat
464,15,chocol peanut
