freq,star,words
37,15,not feel adventur
37,15,good hot food
37,15,take debit card
37,15,finish even half
37,15,potato salad mac
37,15,good servic ok
37,15,alot better than
37,15,also order onion
37,15,order chicken marsala
37,15,garlic soy sauc
37,15,attent he made
37,12,veri veri satisfi
37,15,liter 10 minut
37,14,gut und das
37,13,great price nice
37,15,last night dure
37,15,place near us
37,15,es ist immer
37,15,good valu servic
37,14,anoth good choic
37,9,high recommend thank
37,15,no time limit
37,15,will glad pay
37,15,yong finch area
37,15,everi 15 min
37,15,waffl tast like
37,15,everi 3 month
37,14,japanes ramen place
37,12,pizza great crust
37,15,interest dine experi
37,15,tri anoth pizza
37,9,friend atmospher great
37,11,drink order final
37,15,just kept eat
37,14,schw bisch und
37,15,far abov averag
37,15,korean groceri store
37,15,onc everi month
37,15,veri veri rare
37,15,egg roll 2
37,10,smile no greet
37,15,princ edward island
37,15,made reserv becaus
37,15,veri warm friend
37,15,mozzarella chees stick
37,15,much he love
37,15,drink order even
37,15,20 minut sinc
37,15,not veri meati
37,15,order 2 meal
37,15,two separ time
37,15,spici chines food
37,15,order 2 side
37,15,5 star like
37,14,spici tonkotsu ramen
37,15,alway get seat
37,11,definit gone downhil
37,14,pretti big select
37,15,ani hot sauc
37,13,great delici food
37,14,great caesar salad
37,15,littl extra flavor
37,14,war super lecker
37,15,beer select lot
37,15,jasmin ice tea
37,15,whip goat chees
37,15,not worth 11
37,15,roll noth special
37,15,even around 5
37,15,tri go back
37,10,extrem slow even
37,14,onli two complaint
37,15,veri good garlic
37,15,huge bar area
37,12,bon endroit pour
37,15,tuna melt sandwich
37,14,not alway eat
37,15,chef owner came
37,14,war sehr aufmerksam
37,12,good food better
37,15,walk around tri
37,15,he provid us
37,10,restaur two star
37,15,new one she
37,15,not train proper
37,15,like high school
37,14,late afternoon snack
37,15,casual italian restaur
37,15,light year better
37,14,shop center near
37,15,1st time last
37,13,few reason whi
37,15,f r unseren
37,15,one night dure
37,15,much better sinc
37,15,year old order
37,14,servic veri fast
37,14,australian lobster tail
37,14,veri good grill
37,15,f r leut
37,15,best veal sandwich
37,15,fish taco shrimp
37,15,tip less than
37,15,speak veri littl
37,14,fri string bean
37,15,speak veri good
37,12,price definit will
37,15,tuesday night special
37,14,happi hour most
37,11,better than monta
37,15,shop center park
37,15,cost 1 50
37,15,thai food go
37,15,much better version
37,15,peopl ask us
37,14,golden gate casino
37,15,ani food item
37,14,four star due
37,14,mouth water everi
37,14,four star experi
37,15,crispi just like
37,15,go anywher near
37,15,alway someth wrong
37,14,servic good select
37,15,dish like chicken
37,15,never will again
37,15,like cigarett smoke
37,15,24 hour breakfast
37,15,time 5 star
37,15,lobster cobb salad
37,15,long brown hair
37,13,two locat one
37,15,few new item
37,13,24 hour coffe
37,15,realli good chip
37,15,one employe work
37,15,food tast awesom
37,14,ahi tuna skewer
37,14,raspberri french toast
37,14,onli slight complaint
37,15,place like chipotl
37,12,veri good pork
37,15,realli good beef
37,15,corn beef brisket
37,14,standard mexican food
37,15,came back 3
37,15,lunch special two
37,14,servic great peopl
37,14,meal also includ
37,11,never recommend anyon
37,15,salad bar select
37,14,white bean salad
37,15,not tri dessert
37,15,blacken chicken salad
37,14,warm bread pud
37,12,small intim place
37,15,food tast much
37,15,offer onlin order
37,14,4 5 ambianc
37,15,past six month
37,15,good steak dinner
37,14,ce petit resto
37,15,pesto grill chees
37,15,bun tast like
37,15,fri rice look
37,15,2 00 extra
37,12,not alway happen
37,13,realli good noth
37,15,n aim pas
37,15,american chines fare
37,14,alway someth go
37,15,late night restaur
37,15,all make mistak
37,15,anoth happi hour
37,6,time veri disappoint
37,15,few peopl ahead
37,15,he realiz he
37,15,soft tofu stew
37,12,hop knot ipa
37,13,la sp cialit
37,14,pad thai red
37,15,weekday lunch rush
37,15,restaur first time
37,15,old school music
37,15,soft chicken taco
37,13,step abov most
37,15,wrong even though
37,6,he never apolog
37,15,al auch die
37,15,she never told
37,3,servic ever wait
37,14,well execut dish
37,15,3 larg piec
37,15,gluten free one
37,15,will probabl still
37,12,least favourit dish
37,10,tast like greas
37,15,3 well drink
37,12,generous portion good
37,15,much anyth els
37,13,good experi everi
37,15,better vietnames restaur
37,15,11 year ago
37,13,tast great also
37,10,call back later
37,12,also serv fresh
37,14,bim bim bap
37,15,110 degre heat
37,15,better than thai
37,14,pizza pretti good
37,15,f hlten un
37,15,salad side dish
37,14,banh mi thit
37,15,love salti food
37,14,sauc blue chees
37,15,order mani thing
37,15,duck confit taco
37,15,enjoy dim sum
37,15,atmospher felt like
37,14,easili feed 4
37,15,she never bother
37,15,n avait pas
37,15,servic will get
37,15,becaus everi singl
37,15,alway tip well
37,15,truli authent mexican
37,15,good fair price
37,15,9 price tag
37,11,most ridicul thing
37,13,restaur definit worth
37,15,will probabl visit
37,15,5 cours dinner
37,15,two tabl away
37,15,tradit irish pub
37,10,veri littl flavour
37,15,peopl stand outsid
37,15,gon na call
37,15,mean good food
37,15,den tisch gebracht
37,15,gon na complain
37,15,five star meal
37,15,restaur com voucher
37,9,yum yum great
37,15,wonton egg noodl
37,15,mexican food fan
37,15,littl custom servic
37,15,side potato salad
37,14,typic sushi restaur
37,15,plate he said
37,15,group get togeth
37,10,never even acknowledg
37,12,top notch also
37,12,great will go
37,14,dish great servic
37,15,not expect all
37,13,price great select
37,15,chees flat bread
37,12,friend servic also
37,15,probabl stay away
37,10,restaur veri disappoint
37,14,open air seat
37,9,even better staff
37,15,make mexican food
37,15,anoth 2 hour
37,13,roll lunch special
37,10,veri soon thank
37,15,soup even though
37,14,food than most
37,12,bake potato shop
37,15,much whip cream
37,15,larg 3 top
37,14,group bigger than
37,15,not recommend tri
37,10,not return anytim
37,15,tast damn good
37,15,thai chicken bowl
37,15,veri small locat
37,15,slice roast beef
37,10,he just stare
37,15,chicken tender fri
37,14,friend servic just
37,15,brew root beer
37,15,everyth els though
37,14,fix lunch menu
37,10,aw tast like
37,15,better than sit
37,15,few sushi place
37,15,tradit korean dish
37,14,just right just
37,15,realli high end
37,14,tast fresh squeez
37,13,food truck event
37,15,bleu chees bacon
37,15,feel like pizza
37,15,even call ahead
37,12,better than ruth
37,12,endroit id al
37,10,lack ani flavour
37,12,menu great place
37,15,peopl take order
37,10,minut wait turn
37,15,order medium came
37,15,miso soup came
37,15,wet dream roll
37,12,friend staff order
37,12,food amaz atmospher
37,13,veri pleasant meal
37,15,realli go abov
37,15,best friend birthday
37,12,two peopl came
37,15,got ta find
37,15,famili style dish
37,15,5 minut not
37,15,even worth mention
37,15,like dirti water
37,15,wir wurden freundlich
37,14,veri cool bar
37,15,just say she
37,15,not express enough
37,15,6 differ dish
37,15,last time howev
37,13,super nice food
37,14,mini grill chees
37,14,realli cool insid
37,15,24 hour period
37,10,au lieu de
37,12,roast jalap os
37,15,chicken avocado salad
37,15,lunch special 1
37,15,refri black bean
37,15,mani peopl get
37,14,inexpens mexican food
37,15,room temperatur water
37,14,realli cool decor
37,15,3 small taco
37,15,3 5 valu
37,15,two wait staff
37,15,cocktail befor dinner
37,15,shrimp mango salad
37,15,bacon sour cream
37,9,he take pride
37,14,nett und zuvorkommend
37,15,get ani type
37,15,noch nicht mal
37,15,two veri larg
37,15,will report back
37,15,noth worth write
37,15,portion got smaller
37,15,not take anymor
37,14,almost alway full
37,10,salti salti salti
37,15,he start yell
37,14,side veri good
37,14,3 star 1
37,14,constant make sure
37,15,mayb 8 tabl
37,15,5 star come
37,12,day great food
37,15,money go elsewher
37,15,exact sure whi
37,15,love pizza hut
37,14,alway good qualiti
37,15,just blown away
37,15,au niveau du
37,15,owner he said
37,10,go again unless
37,15,gave us dessert
37,14,happi hour till
37,14,also great place
37,15,authent home cook
37,14,pho ao sen
37,10,bare room temperatur
37,15,mani wonder restaur
37,15,couldnt even finish
37,14,perfect no complaint
37,15,no problem whatsoev
37,15,serv us veri
37,15,flavor than most
37,15,croissant almond croissant
37,15,rather than hot
37,15,got ta start
37,14,pork butt arepa
37,15,not amaz food
37,14,choix de plat
37,15,short rib special
37,10,he walk past
37,15,1 2 piec
37,15,restaur look realli
37,15,no meat just
37,14,dish tast great
37,15,later he brought
37,10,left right away
37,6,veri poor run
37,10,sub par even
37,14,hot pepper flake
37,15,not usual review
37,14,shrimp king crab
37,15,than everyth els
37,15,better price point
37,15,not fulli enjoy
37,15,6 week ago
37,15,portion get smaller
37,15,realli realli wish
37,15,sub par qualiti
37,15,done medium well
37,14,un peu moin
37,15,super nice server
37,15,last time befor
37,15,pizza look great
37,14,veri thick cut
37,13,tough time find
37,15,will ever order
37,13,server went abov
37,15,come around everi
37,12,happi hour tri
37,14,tan tan ramen
37,14,homemad mac n
37,12,decid last minut
37,15,nice thick slice
37,14,5 star delici
37,15,not sure though
37,13,homemad italian sausag
37,15,absolut best part
37,13,all night happi
37,15,28 per person
37,15,use peanut oil
37,15,servic tait tr
37,14,great tast meal
37,15,korean comfort food
37,15,two beef patti
37,14,anoth great spot
37,15,like good qualiti
37,15,than almost ani
37,15,food came cold
37,15,open sever year
37,9,select high recommend
37,15,like last night
37,12,everyon left happi
37,10,rate one star
37,12,good food pretti
37,10,burger fell apart
37,15,pretti safe bet
37,12,dri tomato aioli
37,15,war es auch
37,15,hash brown instead
37,15,michelin 3 star
37,13,happi hour snack
37,15,realli not great
37,15,he said just
37,15,love bobbi flay
37,15,good look girl
37,15,black bean salad
37,15,fri zucchini stick
37,15,peopl either love
37,14,shrimp veri good
37,15,most indian place
37,12,without ani reserv
37,15,got medium well
37,15,one day dure
37,15,just get rid
37,12,nice touch also
37,15,tabl no big
37,6,poor prepar food
37,12,crispi rock shrimp
37,9,5 high recommend
37,15,chicago hamburg co
37,15,hot appl cider
37,15,great food order
37,15,one egg roll
37,11,manag becaus she
37,15,work everi time
37,15,dumpl noodl soup
37,12,great valu especi
37,15,eur f r
37,15,indian food experi
37,15,hash brown all
37,14,black garlic ramen
37,10,she repli yes
37,15,meat rather than
37,15,tri again mayb
37,15,curri green curri
37,15,spot next door
37,13,realli nice select
37,15,fast food burrito
37,12,veri differ flavor
37,15,order one meal
37,14,super friend wait
37,15,pecan crust trout
37,15,salt fish fri
37,14,small restaur locat
37,14,averag thai restaur
37,15,appet even though
37,13,great breakfast menu
37,15,open til midnight
37,15,open till 9
37,14,major credit card
37,15,meat not sure
37,12,onli open dure
37,14,chees cream spinach
37,15,veri busi sunday
37,14,not take home
37,15,away 1 star
37,14,good salsa bar
37,15,will not miss
37,15,veg spring roll
37,15,flavor just not
37,14,howev make sure
37,15,prompt brought us
37,15,like bland food
37,15,food still came
37,15,just like one
37,15,serv tap water
37,13,warm friend staff
37,15,not let one
37,10,just sit anywher
37,15,ani chines food
37,15,12 minut later
37,10,soggi not crispi
37,15,make gluten free
37,15,1 chicken 1
37,15,gave us 5
37,15,long wait list
37,12,great servic perfect
37,15,not particular hungri
37,15,dine room becaus
37,15,8 ounc filet
37,12,well definit come
37,15,realli poor qualiti
37,15,few hundr dollar
37,15,even taco bell
37,15,averag sushi restaur
37,15,got 2 slice
37,14,open two week
37,15,co worker took
37,15,co worker went
37,15,said yes pleas
37,14,pack everi night
37,15,noth special even
37,10,left befor order
37,15,choos somewher els
37,15,even tast ani
37,15,2 4 6
37,15,no free wifi
37,15,anoth italian restaur
37,15,5 star buffet
37,15,around us order
37,15,good locat right
37,10,sauc not bad
37,15,not realli rate
37,14,get quit pack
37,15,noch nie erlebt
37,12,larg portion friend
37,14,tri all sort
37,15,onli open till
37,15,shop center across
37,14,perfect veri tender
37,15,first dish came
37,13,tupelo honey cafe
37,15,go back sad
37,14,high end feel
37,14,great pasta dish
37,15,custom servic provid
37,15,sushi hand roll
37,15,eaten anyth els
37,15,food everi dish
37,15,spice level 2
37,14,all 4 star
37,15,give us good
37,15,piazza al forno
37,15,not go abov
37,14,la qualit est
37,15,not cook even
37,15,wait time sinc
37,15,sushi even though
37,15,food good custom
37,15,qu il ont
37,15,red curri duck
37,15,go downhil fast
37,15,alway came back
37,14,strip mall not
37,15,middl eastern fare
37,15,us three time
37,15,lot differ than
37,14,again without hesit
37,15,look like everyth
37,15,no heat lamp
37,15,custom servic lack
37,14,exp rienc culinair
37,15,wait time becaus
37,15,not good also
37,13,littl sushi bar
37,15,locat alway seem
37,15,half size portion
37,12,import great food
37,15,us upon arriv
37,14,red pepper mushroom
37,12,je recommand fortement
37,15,rib beef rib
37,15,befor even though
37,14,rib veri good
37,15,pour ne pas
37,15,say oh well
37,15,no one tri
37,15,great look restaur
37,14,veri friend effici
37,15,sushi roll all
37,10,good onli reason
37,15,like brown rice
37,15,next 24 hour
37,15,food drink special
37,15,not get great
37,15,veri friend just
37,9,awesom food love
37,15,not one piec
37,14,favorit breakfast item
37,15,food option around
37,13,prime rib rib
37,15,expect anyth els
37,15,veri tasti no
37,15,ok even though
37,15,2 sausag link
37,15,seem pretti happi
37,15,all around town
37,15,asian fusion dish
37,12,food great decor
37,14,meat chees plate
37,15,will just take
37,15,spice level 7
37,14,vermicelli noodl bowl
37,15,lousi custom servic
37,14,simpl straight forward
37,15,no one went
37,15,chines restaur serv
37,13,origin breakfast hous
37,14,never order someth
37,15,vine ripen tomato
37,15,live mariachi band
37,15,wait staff kept
37,13,noth els compar
37,12,just veri good
37,15,keep us away
37,9,favorit place great
37,15,ist das ambient
37,15,5 min drive
37,14,fat greek gyro
37,15,sehr gut der
37,15,around 2 50
37,15,strip next time
37,15,give us someth
37,15,review just becaus
37,15,outdoor patio space
37,15,portion size will
37,14,persian ice cream
37,15,side like fri
37,15,juici special sauc
37,14,panang chicken curri
37,15,high end shop
37,15,pour un petit
37,15,west queen west
37,15,not cost much
37,9,great littl sushi
37,15,chines food becaus
37,10,return ever again
37,10,bartend came back
37,12,zu fairen preisen
37,14,will make anyth
37,15,not next time
37,15,der prei f
37,15,cook perfect though
37,15,favourit dim sum
37,15,food nice decor
37,6,2 star meh
37,1,not give zero
37,15,lunch around 2
37,15,chines food veri
37,9,simpli amaz food
37,15,food qualiti just
37,12,awesom atmospher great
37,15,eat one thing
37,15,not matter though
37,15,great mash potato
37,13,favorit breakfast restaur
37,15,give good custom
37,15,okay noth amaz
37,10,again small portion
37,15,not go look
37,12,great local joint
37,10,trop cher pour
37,15,chines restaur like
37,14,though high recommend
37,15,great irish pub
37,14,red onion lettuc
37,15,locat 4 5
37,14,great perfect cook
37,12,favourit japanes restaur
37,15,go back p
37,15,two entre one
37,14,mit frischen zutaten
37,15,wait mayb 5
37,13,dan un restaur
37,15,full tast menu
37,15,high end meal
37,15,prime filet mignon
37,15,pour une soir
37,15,most annoy part
37,13,most authent korean
37,15,not get even
37,15,south park locat
37,12,sehr freundlich person
37,15,deep fri tempura
37,15,not give mani
37,15,ani bad experi
37,15,food realli nice
37,13,sweet home alabama
37,10,high nois level
37,15,red eye flight
37,14,bacon american chees
37,10,veri slow food
37,14,bento box special
37,15,think panda express
37,12,favorit neighborhood restaur
37,14,certain visit again
37,15,not offer free
37,15,k nnen es
37,14,delici just wish
37,15,charg us 1
37,15,food good size
37,15,qualiti sushi place
37,15,three staff member
37,15,cha shu ramen
37,15,food oh yeah
37,15,though not great
37,15,swiss mushroom burger
37,6,took anoth half
37,14,doubl cook pork
37,15,save us money
37,15,qualiti bar food
37,15,not mind not
37,15,mani differ roll
37,15,order taken right
37,15,water three time
37,15,chain pizza joint
37,15,fresh flour tortilla
37,15,around 30 min
37,14,given four star
37,15,side dish all
37,15,locat 3 star
37,15,not necessarili recommend
37,15,scallion cream chees
37,15,water sever time
37,15,fresh good food
37,14,next day servic
37,15,food place not
37,13,not nobodi got
37,15,handl larg group
37,15,okay not much
37,15,short rib appet
37,13,best authent italian
36,15,not feel complet
36,15,gamjatang pork bone
36,15,not quit cut
36,15,je sui un
36,15,everyon look like
36,15,veri good get
36,10,decent better than
36,15,doubl wide grill
36,15,auch die anderen
36,15,ok noth memor
36,15,salmon spici tuna
36,15,food court not
36,15,overal not veri
36,14,chili turnip patti
36,15,hot fresh made
36,15,multipl time throughout
36,14,veri chill vibe
36,15,vorspeis hatten wir
36,15,not last night
36,15,just b c
36,15,delici good portion
36,14,rib pork belli
36,15,meat lover omelett
36,15,hear ani complaint
36,15,main cours she
36,15,second best thing
36,15,long time all
36,12,happi hour soon
36,13,chines peopl eat
36,15,5 star treatment
36,14,list everi time
36,15,morn befor work
36,14,es hat sich
36,15,girl said she
36,15,basic chines food
36,12,servic generous portion
36,14,comfort food restaur
36,15,yada yada yada
36,15,get ani flavor
36,15,end chines restaur
36,15,experi especi sinc
36,15,super well done
36,15,like stir fri
36,15,everi 5 10
36,15,never realli get
36,15,auch nicht wirklich
36,15,everyon know everyon
36,15,old fast food
36,15,not busi no
36,14,yet laid back
36,15,whi not right
36,15,veri littl attent
36,14,went around 1
36,15,may go again
36,15,well done howev
36,14,went around 11
36,15,not yet found
36,14,number one thing
36,15,good howev not
36,12,good neighborhood bar
36,15,wait near 20
36,14,realli well execut
36,15,fri rice she
36,15,extra sauc becaus
36,15,went around 6pm
36,15,green tea matcha
36,15,huge huge fan
36,15,taco even though
36,15,local bar restaur
36,15,side mac chees
36,14,salad seawe salad
36,15,averag 3 5
36,15,order 2 piec
36,15,open even though
36,14,quit good all
36,14,green peppercorn sauc
36,15,locat within walk
36,15,dim sum hous
36,10,order food she
36,15,pretti good came
36,15,vegetarian indian food
36,15,onc again he
36,15,well done instead
36,12,differ special everi
36,15,eat lunch buffet
36,15,order 2 pound
36,15,last night everyth
36,15,least 15 year
36,15,she warn us
36,15,good will tri
36,15,special occas meal
36,15,live two block
36,15,fast food kind
36,14,veri authent chines
36,15,saturday night reserv
36,13,veri friend made
36,15,soy sauc mix
36,15,actual tast realli
36,15,order grill chees
36,12,rapid et courtoi
36,13,experi definit will
36,12,small store front
36,15,girl walk around
36,13,huge dine room
36,15,huge dine area
36,15,bachelor parti weekend
36,15,medium rare howev
36,15,free birthday meal
36,15,und ich kann
36,15,cod lettuc wrap
36,15,got free dessert
36,15,two full size
36,13,ein mischung aus
36,15,larg caesar salad
36,15,onion ring good
36,15,servic onc seat
36,15,50 not bad
36,14,veri good flavour
36,15,split plate charg
36,15,crispi egg noodl
36,15,mexican food without
36,14,happi hour nice
36,15,papa john pizza
36,15,good everyon els
36,13,servic one thing
36,15,liter 20 minut
36,15,pretti well known
36,15,best seafood buffet
36,15,absolut will not
36,14,live acoust music
36,15,2 price drink
36,15,2 hour sinc
36,14,order taken quick
36,6,first bad review
36,15,make sure someon
36,15,dog next time
36,9,great flavor fresh
36,15,bake potato side
36,12,total reason price
36,14,brick oven style
36,14,20 veget fri
36,15,pretti reason consid
36,14,suburban strip mall
36,14,littl place good
36,14,alreadi get full
36,15,just get readi
36,15,two good thing
36,10,wasnt veri good
36,15,get everywher els
36,15,new local spot
36,4,uuu uuu 4
36,15,us seat right
36,3,first one star
36,14,en zu sitzen
36,15,food mani time
36,13,yelp led us
36,10,one star servic
36,14,tast absolut amaz
36,15,bake bbq pork
36,15,chile con queso
36,15,get big portion
36,12,sushi great price
36,12,even better thank
36,15,habe ich nicht
36,14,lemon rice soup
36,14,whi peopl complain
36,15,veri veri larg
36,14,curri noodl dish
36,14,mon cher chou
36,15,still relat new
36,15,waiter walk around
36,14,perfect even though
36,12,high recommend share
36,11,anoth great choic
36,14,lunch menu includ
36,13,almost alway great
36,15,seem like veri
36,15,sur l heur
36,15,tast like strawberri
36,15,size danc floor
36,15,chines style food
36,15,staff speak english
36,15,like high qualiti
36,13,differ seat option
36,15,one time occurr
36,15,hash brown crispi
36,12,chees veri tasti
36,14,realli tri anyth
36,15,auf der rechnung
36,14,surpris good consid
36,9,portion high recommend
36,15,mani good mexican
36,15,tast like teriyaki
36,15,fri rice one
36,14,just crispi enough
36,15,not well made
36,15,gon na stick
36,12,portion veri tasti
36,15,red tomato sauc
36,15,get just one
36,15,no longer see
36,15,short rib not
36,15,veri busi locat
36,15,anoth tabl becaus
36,15,better bbq place
36,15,order 2 glass
36,12,bit slow especi
36,15,like bleu chees
36,15,no wait line
36,15,not hear one
36,12,want someth fill
36,15,appl french toast
36,15,pizza hut papa
36,15,he kept come
36,10,not bar food
36,15,get somewher els
36,14,spot not onli
36,15,steer us away
36,15,two minut befor
36,15,ahead next time
36,14,hatten wir ein
36,10,she seem surpris
36,15,immedi brought us
36,15,still serv us
36,15,2 hour just
36,12,overal realli great
36,15,white meat onli
36,14,regular lunch stop
36,15,banana nutella sandwich
36,10,alway just right
36,15,get ani meat
36,14,crispi yet chewi
36,15,pastrami swiss chees
36,15,want someth not
36,15,even bother order
36,15,taco bell locat
36,15,chicken bbq chicken
36,15,ancho chile honey
36,14,veri nice polit
36,15,bread not sure
36,15,stay all day
36,15,grill hanger steak
36,6,dirti dirti dirti
36,15,no grill mark
36,15,hot dog heaven
36,15,onli one regist
36,15,und der prei
36,15,go wrong well
36,13,breakfast everi day
36,14,great realli good
36,15,pad thai panang
36,15,n chees not
36,14,veri cute restaur
36,14,regular lunch menu
36,15,few peopl sit
36,15,than pf chang
36,12,katsu loco moco
36,15,not offer water
36,14,foie gras duck
36,15,15 min no
36,15,order anoth entre
36,12,veri attent alway
36,15,short rib poutin
36,15,somewher els befor
36,15,place last weekend
36,15,tini bite size
36,15,littl dine room
36,14,differ than normal
36,15,best garlic bread
36,15,rice no bean
36,15,no danc floor
36,15,cute outdoor patio
36,15,realli just okay
36,9,wait well worth
36,15,detroit style pizza
36,8,horribl food poison
36,15,waaaay better than
36,14,foie gras butter
36,12,nem nuong roll
36,14,shack stack burger
36,13,vega henderson area
36,14,best breakfast around
36,15,just fine not
36,15,5 cover charg
36,14,all pleasant surpris
36,15,differ than usual
36,15,taco tuesday 1
36,15,veri nice girl
36,15,sweet potato pur
36,14,man drau en
36,14,healthi delici food
36,15,green tomato appet
36,9,awesom staff great
36,15,yam tempura roll
36,15,earli sunday afternoon
36,14,not overcook like
36,15,big comfi chair
36,14,potato spring roll
36,15,took one hour
36,15,beef tendon noodl
36,12,banh mi dog
36,15,suggest go somewher
36,15,wait staff also
36,15,short 10 minut
36,15,one tabl occupi
36,14,tender not chewi
36,15,greek chicken pita
36,14,un choix de
36,15,tom ka kai
36,14,bit pricey howev
36,6,second bad experi
36,14,find someth similar
36,15,good ambianc good
36,15,10 minut earlier
36,15,small plate style
36,14,all pretti standard
36,12,enjoy everi time
36,15,noth els matter
36,15,got one piec
36,15,kobe beef taco
36,15,aber es gibt
36,10,not memor enough
36,9,delici also got
36,15,gab es dann
36,14,good irish pub
36,15,chicken she said
36,15,expect someth special
36,12,experi veri much
36,14,beef noodl bowl
36,15,good italian beef
36,15,two burger fri
36,15,just anoth place
36,15,gluten free product
36,15,veri first thing
36,15,normal dinner time
36,15,style stir fri
36,14,world better than
36,15,happi hour yes
36,15,far longer than
36,9,overal amaz experi
36,15,bit pricey consid
36,14,famili style side
36,15,us he just
36,13,time excel servic
36,15,geh rt zu
36,15,dinner bento box
36,11,place get five
36,8,place get four
36,15,13 per person
36,15,star qualiti food
36,15,everi singl week
36,15,new york flavor
36,13,food fresh made
36,13,back good food
36,15,italian cold cut
36,15,one help us
36,15,help someon els
36,15,crave japanes food
36,15,peopl order food
36,15,chain restaur becaus
36,15,mexican food everyth
36,15,delici greek food
36,14,not stop smile
36,11,veri comfort environ
36,14,mango habanero wing
36,12,not disappoint overal
36,15,hoi nam chicken
36,15,place around vega
36,15,high qualiti stuff
36,15,two sushi chef
36,15,right smack dab
36,14,specialti coffe drink
36,15,one hour lunch
36,15,like cracker barrel
36,15,mani realli good
36,12,overal excel food
36,15,she also mention
36,15,chat amongst themselv
36,12,tast great price
36,15,cafeteria style dine
36,15,cart come around
36,15,fresh fast food
36,14,best sub shop
36,15,everi singl restaur
36,14,delici breakfast burrito
36,15,new manag took
36,15,ice tea he
36,14,most meal come
36,15,will not wait
36,15,no plate no
36,15,de la r
36,15,not actual know
36,15,chees saut ed
36,15,look veri much
36,15,just got unlucki
36,15,super cute insid
36,15,five star establish
36,12,sehr schmackhaft und
36,15,fail everi time
36,10,server kept forget
36,14,de choix de
36,14,not heavi like
36,13,dish famili style
36,12,best brunch ever
36,15,somewher els not
36,15,schon ein paar
36,15,veri first review
36,14,pretti loud insid
36,15,long work week
36,15,mayb she just
36,15,will leav hungri
36,15,ist ok aber
36,15,almost no wait
36,15,pretti picki eater
36,11,manag becaus he
36,15,not bother complain
36,12,onli sad thing
36,15,recommend not get
36,15,tabl mani time
36,15,10 not bad
36,10,almost no tast
36,12,favorit sport event
36,14,tad bit dri
36,14,long dure peak
36,15,der wein war
36,14,insid next time
36,14,funnel cake fri
36,15,he mention he
36,14,anoth shot though
36,14,tad bit expens
36,14,great sound system
36,11,green tea white
36,15,minut lunch break
36,12,overal great meal
36,15,request no onion
36,15,servic food ambianc
36,15,beef barley soup
36,15,take away box
36,14,not often eat
36,15,green tea shave
36,15,all realli realli
36,15,great chicago style
36,12,absolut delici definit
36,14,great servic quick
36,14,oliv oil lemon
36,15,valu 2 5
36,14,crispi rice cake
36,14,g nstigen preisen
36,14,just pretti good
36,15,went back 3
36,13,fan freakin tastic
36,15,noth spectacular just
36,15,just order water
36,12,green chili fri
36,15,tabl big enough
36,15,becaus she took
36,15,night befor head
36,15,ice cream again
36,15,light soy sauc
36,14,trumpet ale hous
36,14,fri rice yum
36,14,good lobster roll
36,15,take anoth 20
36,15,cher pour ce
36,15,kusina ni lorrain
36,12,toast garlic bread
36,15,3 time onc
36,15,meat tast veri
36,15,tast like fruit
36,10,like she care
36,15,spend ani time
36,15,nice reason price
36,10,big deal howev
36,12,area definit stop
36,15,gon na hate
36,15,not seen one
36,15,tabl befor us
36,15,thai chili wing
36,14,red onion marmalad
36,15,good foie gras
36,15,not quit cook
36,11,amaz authent mexican
36,15,kale quinoa salad
36,13,seat 4 peopl
36,15,good neighborhood spot
36,10,tabl becaus she
36,15,veri busi lunch
36,14,stuf cabbag roll
36,15,go right befor
36,15,far better food
36,12,all good just
36,15,tex mex burger
36,14,not complet satisfi
36,15,fresh grate horseradish
36,15,veri veri sad
36,15,le foie gras
36,9,las vega high
36,15,bean rice chees
36,14,alway veri quick
36,14,long stem rose
36,15,hot dog just
36,14,spici seafood pasta
36,15,hour befor get
36,9,great steak great
36,15,las vega visit
36,15,hour befor dinner
36,15,veri good local
36,15,peopl look like
36,15,salad soup sandwich
36,15,one time deal
36,15,cute mason jar
36,15,becaus not mani
36,15,much better all
36,15,eat sushi lunch
36,15,will take longer
36,15,much better although
36,14,just salti enough
36,14,sunday brunch spot
36,14,pepper goat chees
36,15,duck confit hash
36,14,n ib rico
36,10,took anoth ten
36,15,open air kitchen
36,14,prix un peu
36,15,avail 24 hour
36,13,not feel stuf
36,15,fire roast salsa
36,15,friend made reserv
36,12,not like oyster
36,15,saw us sit
36,14,jam n ib
36,13,grill chees tomato
36,15,si vous n
36,15,went home hungri
36,15,not ice cream
36,15,order tuna tartar
36,14,burger protein style
36,10,averag food averag
36,15,make peopl happi
36,15,tri sever place
36,15,ice cream even
36,15,tomato fresh mozzarella
36,15,order ahi tuna
36,14,3 good size
36,15,us he made
36,15,say much els
36,15,tast everi time
36,14,cut potato chip
36,15,sushi joint around
36,15,reason price option
36,14,duck duck goos
36,15,never realli check
36,15,good spice level
36,15,buffet prime rib
36,15,delici food especi
36,14,half hour drive
36,15,aber gem tlich
36,14,without ani fuss
36,15,good experi servic
36,14,ice cream insid
36,14,menu option includ
36,10,not fulli melt
36,12,servic fast friend
36,14,littl local spot
36,14,beurr blanc sauc
36,15,order again becaus
36,15,coal brick oven
36,14,actual veri delici
36,15,star rate not
36,15,veri posit review
36,15,time he made
36,15,no outsid food
36,15,three littl pig
36,15,veri invit atmospher
36,15,veri larg bowl
36,15,restaur felt like
